Time,Fura_1,Group,Time ,Fura_3,Group,Time ,Fura_4,Group,Time ,Fura_5,Group,Time,Fura_6,Group,Time,Fura_7,Group,Time ,Fura_2,Group
0.8,1.001,ctrl,0.8,0.797,ctrl,0.8,0.964,ctrl,0.8,0.966,ctrl,0.8,0.854,ctrl,0.8,0.953,ctrl,0.8,0.829,ctrl
0.804,0.997,ctrl,0.804,0.792,ctrl,0.804,0.96,ctrl,0.804,0.959,ctrl,0.804,0.855,ctrl,0.804,0.956,ctrl,0.804,0.827,ctrl
0.808,0.991,ctrl,0.808,0.793,ctrl,0.808,0.958,ctrl,0.808,0.959,ctrl,0.808,0.851,ctrl,0.808,0.951,ctrl,0.808,0.828,ctrl
0.812,0.988,ctrl,0.812,0.789,ctrl,0.812,0.963,ctrl,0.812,0.957,ctrl,0.812,0.849,ctrl,0.812,0.947,ctrl,0.812,0.826,ctrl
0.816,0.982,ctrl,0.816,0.79,ctrl,0.816,0.957,ctrl,0.816,0.958,ctrl,0.816,0.846,ctrl,0.816,0.951,ctrl,0.816,0.827,ctrl
0.82,0.989,ctrl,0.82,0.79,ctrl,0.82,0.955,ctrl,0.82,0.954,ctrl,0.82,0.843,ctrl,0.82,0.945,ctrl,0.82,0.826,ctrl
0.824,0.98,ctrl,0.824,0.786,ctrl,0.824,0.951,ctrl,0.824,0.957,ctrl,0.824,0.848,ctrl,0.824,0.941,ctrl,0.824,0.826,ctrl
0.828,0.979,ctrl,0.828,0.787,ctrl,0.828,0.954,ctrl,0.828,0.954,ctrl,0.828,0.843,ctrl,0.828,0.942,ctrl,0.828,0.823,ctrl
0.832,0.981,ctrl,0.832,0.781,ctrl,0.832,0.947,ctrl,0.832,0.949,ctrl,0.832,0.84,ctrl,0.832,0.937,ctrl,0.832,0.822,ctrl
0.836,0.982,ctrl,0.836,0.783,ctrl,0.836,0.949,ctrl,0.836,0.946,ctrl,0.836,0.839,ctrl,0.836,0.937,ctrl,0.836,0.825,ctrl
0.84,0.977,ctrl,0.84,0.781,ctrl,0.84,0.942,ctrl,0.84,0.951,ctrl,0.84,0.845,ctrl,0.84,0.933,ctrl,0.84,0.825,ctrl
0.844,0.972,ctrl,0.844,0.782,ctrl,0.844,0.941,ctrl,0.844,0.944,ctrl,0.844,0.838,ctrl,0.844,0.934,ctrl,0.844,0.822,ctrl
0.848,0.974,ctrl,0.848,0.78,ctrl,0.848,0.94,ctrl,0.848,0.946,ctrl,0.848,0.835,ctrl,0.848,0.927,ctrl,0.848,0.821,ctrl
0.852,0.971,ctrl,0.852,0.778,ctrl,0.852,0.942,ctrl,0.852,0.946,ctrl,0.852,0.835,ctrl,0.852,0.928,ctrl,0.852,0.819,ctrl
0.856,0.965,ctrl,0.856,0.778,ctrl,0.856,0.936,ctrl,0.856,0.943,ctrl,0.856,0.834,ctrl,0.856,0.928,ctrl,0.856,0.819,ctrl
0.86,0.961,ctrl,0.86,0.78,ctrl,0.86,0.938,ctrl,0.86,0.939,ctrl,0.86,0.835,ctrl,0.86,0.922,ctrl,0.86,0.822,ctrl
0.864,0.963,ctrl,0.864,0.778,ctrl,0.864,0.933,ctrl,0.864,0.942,ctrl,0.864,0.835,ctrl,0.864,0.923,ctrl,0.864,0.82,ctrl
0.868,0.962,ctrl,0.868,0.773,ctrl,0.868,0.93,ctrl,0.868,0.938,ctrl,0.868,0.827,ctrl,0.868,0.923,ctrl,0.868,0.821,ctrl
0.872,0.958,ctrl,0.872,0.777,ctrl,0.872,0.936,ctrl,0.872,0.942,ctrl,0.872,0.83,ctrl,0.872,0.922,ctrl,0.872,0.817,ctrl
0.876,0.955,ctrl,0.876,0.773,ctrl,0.876,0.933,ctrl,0.876,0.936,ctrl,0.876,0.832,ctrl,0.876,0.917,ctrl,0.876,0.819,ctrl
0.88,0.958,ctrl,0.88,0.774,ctrl,0.88,0.929,ctrl,0.88,0.929,ctrl,0.88,0.833,ctrl,0.88,0.919,ctrl,0.88,0.817,ctrl
0.884,0.956,ctrl,0.884,0.771,ctrl,0.884,0.924,ctrl,0.884,0.934,ctrl,0.884,0.829,ctrl,0.884,0.909,ctrl,0.884,0.815,ctrl
0.888,0.952,ctrl,0.888,0.769,ctrl,0.888,0.928,ctrl,0.888,0.934,ctrl,0.888,0.828,ctrl,0.888,0.911,ctrl,0.888,0.814,ctrl
0.892,0.947,ctrl,0.892,0.768,ctrl,0.892,0.921,ctrl,0.892,0.931,ctrl,0.892,0.828,ctrl,0.892,0.911,ctrl,0.892,0.817,ctrl
0.896,0.95,ctrl,0.896,0.769,ctrl,0.896,0.923,ctrl,0.896,0.936,ctrl,0.896,0.825,ctrl,0.896,0.905,ctrl,0.896,0.814,ctrl
0.9,0.949,ctrl,0.9,0.767,ctrl,0.9,0.919,ctrl,0.9,0.93,ctrl,0.9,0.826,ctrl,0.9,0.904,ctrl,0.9,0.813,ctrl
0.904,0.953,ctrl,0.904,0.767,ctrl,0.904,0.919,ctrl,0.904,0.929,ctrl,0.904,0.823,ctrl,0.904,0.909,ctrl,0.904,0.811,ctrl
0.908,0.945,ctrl,0.908,0.77,ctrl,0.908,0.922,ctrl,0.908,0.927,ctrl,0.908,0.82,ctrl,0.908,0.906,ctrl,0.908,0.81,ctrl
0.912,0.939,ctrl,0.912,0.766,ctrl,0.912,0.918,ctrl,0.912,0.923,ctrl,0.912,0.82,ctrl,0.912,0.904,ctrl,0.912,0.811,ctrl
0.916,0.943,ctrl,0.916,0.765,ctrl,0.916,0.919,ctrl,0.916,0.929,ctrl,0.916,0.822,ctrl,0.916,0.9,ctrl,0.916,0.811,ctrl
0.92,0.942,ctrl,0.92,0.764,ctrl,0.92,0.913,ctrl,0.92,0.924,ctrl,0.92,0.82,ctrl,0.92,0.902,ctrl,0.92,0.81,ctrl
0.924,0.935,ctrl,0.924,0.761,ctrl,0.924,0.915,ctrl,0.924,0.917,ctrl,0.924,0.817,ctrl,0.924,0.902,ctrl,0.924,0.811,ctrl
0.928,0.936,ctrl,0.928,0.763,ctrl,0.928,0.911,ctrl,0.928,0.919,ctrl,0.928,0.815,ctrl,0.928,0.895,ctrl,0.928,0.808,ctrl
0.932,0.937,ctrl,0.932,0.762,ctrl,0.932,0.904,ctrl,0.932,0.921,ctrl,0.932,0.815,ctrl,0.932,0.891,ctrl,0.932,0.811,ctrl
0.936,0.934,ctrl,0.936,0.759,ctrl,0.936,0.91,ctrl,0.936,0.917,ctrl,0.936,0.816,ctrl,0.936,0.894,ctrl,0.936,0.807,ctrl
0.94,0.935,ctrl,0.94,0.762,ctrl,0.94,0.904,ctrl,0.94,0.916,ctrl,0.94,0.815,ctrl,0.94,0.891,ctrl,0.94,0.808,ctrl
0.944,0.929,ctrl,0.944,0.76,ctrl,0.944,0.907,ctrl,0.944,0.92,ctrl,0.944,0.813,ctrl,0.944,0.889,ctrl,0.944,0.809,ctrl
0.948,0.93,ctrl,0.948,0.761,ctrl,0.948,0.905,ctrl,0.948,0.918,ctrl,0.948,0.811,ctrl,0.948,0.888,ctrl,0.948,0.808,ctrl
