Time,Fura_10,Group,Time,Fura_11,Group,Time,Fura_12,Group,Time,Fura_13,Group,Time,Fura_14,Group,Time,Fura_15,Group,Time,Fura_17,Group
0.708,1.267,ank,0.708,1.175,ank,0.708,1.007,ank,0.708,1.219,ank,0.708,1.258,ank,0.708,1.139,ank,0.708,1.185,ank
0.712,1.27,ank,0.712,1.167,ank,0.712,1.004,ank,0.712,1.217,ank,0.712,1.254,ank,0.712,1.14,ank,0.712,1.185,ank
0.716,1.272,ank,0.716,1.163,ank,0.716,1.004,ank,0.716,1.216,ank,0.716,1.255,ank,0.716,1.142,ank,0.716,1.177,ank
0.72,1.26,ank,0.72,1.164,ank,0.72,1,ank,0.72,1.21,ank,0.72,1.245,ank,0.72,1.128,ank,0.72,1.182,ank
0.724,1.265,ank,0.724,1.155,ank,0.724,0.995,ank,0.724,1.193,ank,0.724,1.239,ank,0.724,1.127,ank,0.724,1.17,ank
0.728,1.256,ank,0.728,1.156,ank,0.728,0.995,ank,0.728,1.203,ank,0.728,1.246,ank,0.728,1.138,ank,0.728,1.173,ank
0.732,1.264,ank,0.732,1.152,ank,0.732,0.994,ank,0.732,1.198,ank,0.732,1.235,ank,0.732,1.128,ank,0.732,1.174,ank
0.736,1.252,ank,0.736,1.148,ank,0.736,0.993,ank,0.736,1.188,ank,0.736,1.236,ank,0.736,1.117,ank,0.736,1.162,ank
0.74,1.25,ank,0.74,1.143,ank,0.74,0.996,ank,0.74,1.182,ank,0.74,1.24,ank,0.74,1.126,ank,0.74,1.159,ank
0.744,1.237,ank,0.744,1.149,ank,0.744,0.994,ank,0.744,1.188,ank,0.744,1.241,ank,0.744,1.123,ank,0.744,1.16,ank
0.748,1.236,ank,0.748,1.143,ank,0.748,0.989,ank,0.748,1.192,ank,0.748,1.237,ank,0.748,1.119,ank,0.748,1.161,ank
0.752,1.227,ank,0.752,1.14,ank,0.752,0.987,ank,0.752,1.175,ank,0.752,1.23,ank,0.752,1.119,ank,0.752,1.153,ank
0.756,1.222,ank,0.756,1.137,ank,0.756,0.984,ank,0.756,1.168,ank,0.756,1.218,ank,0.756,1.111,ank,0.756,1.155,ank
0.76,1.232,ank,0.76,1.136,ank,0.76,0.987,ank,0.76,1.165,ank,0.76,1.229,ank,0.76,1.108,ank,0.76,1.155,ank
0.764,1.221,ank,0.764,1.133,ank,0.764,0.986,ank,0.764,1.164,ank,0.764,1.226,ank,0.764,1.106,ank,0.764,1.148,ank
0.768,1.226,ank,0.768,1.129,ank,0.768,0.982,ank,0.768,1.168,ank,0.768,1.225,ank,0.768,1.098,ank,0.768,1.155,ank
0.772,1.217,ank,0.772,1.124,ank,0.772,0.984,ank,0.772,1.166,ank,0.772,1.217,ank,0.772,1.103,ank,0.772,1.149,ank
0.776,1.222,ank,0.776,1.125,ank,0.776,0.983,ank,0.776,1.158,ank,0.776,1.227,ank,0.776,1.097,ank,0.776,1.142,ank
0.78,1.214,ank,0.78,1.121,ank,0.78,0.977,ank,0.78,1.156,ank,0.78,1.214,ank,0.78,1.109,ank,0.78,1.143,ank
0.784,1.212,ank,0.784,1.122,ank,0.784,0.978,ank,0.784,1.148,ank,0.784,1.209,ank,0.784,1.098,ank,0.784,1.145,ank
0.788,1.214,ank,0.788,1.116,ank,0.788,0.981,ank,0.788,1.152,ank,0.788,1.21,ank,0.788,1.096,ank,0.788,1.142,ank
0.792,1.214,ank,0.792,1.111,ank,0.792,0.975,ank,0.792,1.146,ank,0.792,1.206,ank,0.792,1.095,ank,0.792,1.142,ank
0.796,1.205,ank,0.796,1.115,ank,0.796,0.975,ank,0.796,1.139,ank,0.796,1.208,ank,0.796,1.097,ank,0.796,1.133,ank
0.8,1.196,ank,0.8,1.115,ank,0.8,0.977,ank,0.8,1.138,ank,0.8,1.198,ank,0.8,1.083,ank,0.8,1.132,ank
0.804,1.198,ank,0.804,1.104,ank,0.804,0.975,ank,0.804,1.129,ank,0.804,1.2,ank,0.804,1.086,ank,0.804,1.128,ank
0.808,1.204,ank,0.808,1.113,ank,0.808,0.973,ank,0.808,1.133,ank,0.808,1.197,ank,0.808,1.089,ank,0.808,1.127,ank
0.812,1.193,ank,0.812,1.103,ank,0.812,0.972,ank,0.812,1.129,ank,0.812,1.204,ank,0.812,1.079,ank,0.812,1.126,ank
0.816,1.193,ank,0.816,1.107,ank,0.816,0.969,ank,0.816,1.125,ank,0.816,1.194,ank,0.816,1.083,ank,0.816,1.127,ank
0.82,1.189,ank,0.82,1.099,ank,0.82,0.964,ank,0.82,1.127,ank,0.82,1.192,ank,0.82,1.079,ank,0.82,1.129,ank
0.824,1.18,ank,0.824,1.091,ank,0.824,0.967,ank,0.824,1.132,ank,0.824,1.203,ank,0.824,1.078,ank,0.824,1.129,ank
0.828,1.182,ank,0.828,1.099,ank,0.828,0.97,ank,0.828,1.116,ank,0.828,1.188,ank,0.828,1.084,ank,0.828,1.128,ank
0.832,1.178,ank,0.832,1.101,ank,0.832,0.964,ank,0.832,1.121,ank,0.832,1.19,ank,0.832,1.074,ank,0.832,1.124,ank
0.836,1.177,ank,0.836,1.09,ank,0.836,0.963,ank,0.836,1.116,ank,0.836,1.179,ank,0.836,1.072,ank,0.836,1.121,ank
0.84,1.179,ank,0.84,1.088,ank,0.84,0.961,ank,0.84,1.101,ank,0.84,1.179,ank,0.84,1.075,ank,0.84,1.114,ank
0.844,1.174,ank,0.844,1.091,ank,0.844,0.959,ank,0.844,1.113,ank,0.844,1.175,ank,0.844,1.071,ank,0.844,1.119,ank
0.848,1.188,ank,0.848,1.085,ank,0.848,0.962,ank,0.848,1.108,ank,0.848,1.185,ank,0.848,1.06,ank,0.848,1.114,ank
0.852,1.179,ank,0.852,1.085,ank,0.852,0.96,ank,0.852,1.114,ank,0.852,1.182,ank,0.852,1.067,ank,0.852,1.113,ank
0.856,1.164,ank,0.856,1.079,ank,0.856,0.957,ank,0.856,1.107,ank,0.856,1.185,ank,0.856,1.069,ank,0.856,1.112,ank
0.86,1.165,ank,0.86,1.084,ank,0.86,0.96,ank,0.86,1.093,ank,0.86,1.178,ank,0.86,1.067,ank,0.86,1.11,ank
0.864,1.165,ank,0.864,1.075,ank,0.864,0.956,ank,0.864,1.092,ank,0.864,1.167,ank,0.864,1.056,ank,0.864,1.112,ank
0.868,1.151,ank,0.868,1.081,ank,0.868,0.952,ank,0.868,1.093,ank,0.868,1.174,ank,0.868,1.057,ank,0.868,1.103,ank
0.872,1.163,ank,0.872,1.071,ank,0.872,0.955,ank,0.872,1.09,ank,0.872,1.182,ank,0.872,1.056,ank,0.872,1.109,ank
0.876,1.162,ank,0.876,1.067,ank,0.876,0.957,ank,0.876,1.1,ank,0.876,1.18,ank,0.876,1.059,ank,0.876,1.109,ank
0.88,1.151,ank,0.88,1.072,ank,0.88,0.953,ank,0.88,1.095,ank,0.88,1.176,ank,0.88,1.059,ank,0.88,1.106,ank
0.884,1.155,ank,0.884,1.073,ank,0.884,0.953,ank,0.884,1.091,ank,0.884,1.165,ank,0.884,1.055,ank,0.884,1.103,ank
0.888,1.154,ank,0.888,1.068,ank,0.888,0.951,ank,0.888,1.089,ank,0.888,1.164,ank,0.888,1.047,ank,0.888,1.1,ank
0.892,1.145,ank,0.892,1.062,ank,0.892,0.953,ank,0.892,1.083,ank,0.892,1.171,ank,0.892,1.048,ank,0.892,1.097,ank
0.896,1.148,ank,0.896,1.068,ank,0.896,0.947,ank,0.896,1.079,ank,0.896,1.17,ank,0.896,1.052,ank,0.896,1.1,ank
0.9,1.14,ank,0.9,1.067,ank,0.9,0.949,ank,0.9,1.087,ank,0.9,1.17,ank,0.9,1.047,ank,0.9,1.096,ank
0.904,1.145,ank,0.904,1.068,ank,0.904,0.948,ank,0.904,1.081,ank,0.904,1.163,ank,0.904,1.051,ank,0.904,1.098,ank
0.908,1.14,ank,0.908,1.069,ank,0.908,0.947,ank,0.908,1.072,ank,0.908,1.155,ank,0.908,1.041,ank,0.908,1.102,ank
0.912,1.142,ank,0.912,1.064,ank,0.912,0.948,ank,0.912,1.08,ank,0.912,1.16,ank,0.912,1.041,ank,0.912,1.098,ank
0.916,1.133,ank,0.916,1.054,ank,0.916,0.944,ank,0.916,1.069,ank,0.916,1.154,ank,0.916,1.046,ank,0.916,1.096,ank
0.92,1.135,ank,0.92,1.055,ank,0.92,0.943,ank,0.92,1.067,ank,0.92,1.155,ank,0.92,1.042,ank,0.92,1.089,ank
0.924,1.135,ank,0.924,1.058,ank,0.924,0.945,ank,0.924,1.07,ank,0.924,1.153,ank,0.924,1.04,ank,0.924,1.091,ank
0.928,1.137,ank,0.928,1.055,ank,0.928,0.942,ank,0.928,1.069,ank,0.928,1.157,ank,0.928,1.047,ank,0.928,1.093,ank
0.932,1.132,ank,0.932,1.06,ank,0.932,0.945,ank,0.932,1.068,ank,0.932,1.155,ank,0.932,1.039,ank,0.932,1.087,ank
0.936,1.128,ank,0.936,1.05,ank,0.936,0.942,ank,0.936,1.06,ank,0.936,1.149,ank,0.936,1.039,ank,0.936,1.088,ank
0.94,1.118,ank,0.94,1.054,ank,0.94,0.94,ank,0.94,1.068,ank,0.94,1.154,ank,0.94,1.038,ank,0.94,1.091,ank
0.944,1.116,ank,0.944,1.049,ank,0.944,0.942,ank,0.944,1.065,ank,0.944,1.152,ank,0.944,1.039,ank,0.944,1.092,ank
0.948,1.12,ank,0.948,1.05,ank,0.948,0.942,ank,0.948,1.054,ank,0.948,1.146,ank,0.948,1.033,ank,0.948,1.089,ank
