Time,Channel 1,Channel 2,Channel 3
0,72.19,NaN,-0.082
0.001,72.19,NaN,0.011
0.002,94.06,NaN,0.063
0.003,89.22,NaN,0.199
0.004,8.91,0.0247,0.241
0.005,20.78,0.0247,0.217
0.006,11.25,0.2195,0.283
0.007,-68.91,0.6091,0.239
0.008,-70.63,0.6091,0.145
0.009,-88.91,0.6091,0.098
0.01,-132.66,0.6091,-0.033
0.011,-83.28,0.6091,-0.168
0.012,-52.19,0.6091,-0.199
0.013,-63.44,0.6091,-0.272
0.014,19.37,0.6091,-0.326
0.015,95.78,0.6091,-0.233
0.016,72.50,0.6091,-0.135
0.017,85.00,0.6091,-0.088
0.018,121.56,0.6091,0.035
0.019,67.97,0.6091,0.155
0.02,41.72,0.6091,0.171
0.021,63.91,0.6091,0.238
0.022,5.94,0.6097,0.299
0.023,-49.22,0.6109,0.250
0.024,-22.34,0.6109,0.201
0.025,-92.50,0.6109,0.206
0.026,-146.87,0.6109,0.016
0.027,-70.47,0.6109,-0.088
0.028,-69.22,0.6109,-0.125
0.029,-93.28,0.6109,-0.227
0.03,-7.50,0.6109,-0.312
0.031,43.12,0.6109,-0.242
0.032,25.78,0.6109,-0.226
0.033,104.84,0.6109,-0.190
0.034,133.28,0.6109,-0.016
0.035,52.50,0.6109,0.077
0.036,87.03,0.6109,0.089
0.037,90.94,0.6109,0.251
0.038,-10.00,0.4207,0.271
0.039,-2.34,0.0403,0.231
0.04,-5.47,0.2119,0.266
0.041,-100.63,0.5550,0.220
0.042,-107.34,0.5550,0.065
0.043,-76.09,0.5550,0.005
0.044,-120.62,0.5550,-0.087
0.045,-79.06,0.5550,-0.236
0.046,-6.72,0.5550,-0.245
0.047,-21.72,0.5550,-0.250
0.048,20.31,0.5550,-0.289
0.049,92.19,0.5550,-0.209
0.05,90.16,0.5550,-0.104
0.051,90.62,0.5550,-0.029
0.052,105.94,0.5550,0.077
0.053,62.66,0.5550,0.183
0.054,24.84,0.5550,0.202
0.055,42.34,0.5550,0.233
0.056,-7.66,0.5810,0.287
0.057,-69.69,0.6331,0.218
0.058,-56.87,0.6331,0.147
0.059,-106.56,0.6331,0.104
0.06,-136.56,0.6331,-0.066
0.061,-59.22,0.6331,-0.169
0.062,-51.25,0.6331,-0.184
0.063,-81.09,0.6331,-0.272
0.064,8.91,0.6331,-0.346
0.065,81.72,0.6331,-0.254
0.066,61.72,0.6331,-0.183
0.067,113.28,0.6331,-0.131
0.068,121.87,0.6331,0.044
0.069,50.47,0.6331,0.113
0.07,76.09,0.6331,0.145
0.071,69.22,0.6331,0.265
0.072,-24.22,0.4442,0.283
0.073,-17.19,0.0663,0.217
0.074,-24.84,0.2341,0.249
0.075,-139.22,0.5697,0.167
0.076,-124.22,0.5697,-0.030
0.077,-64.06,0.5697,-0.081
0.078,-117.50,0.5697,-0.158
0.079,-77.19,0.5697,-0.316
0.08,35.94,0.5697,-0.312
0.081,42.50,0.5697,-0.244
0.082,36.72,0.5697,-0.227
0.083,102.34,0.5697,-0.171
0.084,107.19,0.5697,-0.022
0.085,69.53,0.5697,0.043
0.086,105.00,0.5697,0.117
0.087,66.72,0.5697,0.253
0.088,-4.37,0.5697,0.250
0.089,14.22,0.5697,0.245
0.09,-26.87,0.5720,0.278
0.091,-103.75,0.5766,0.191
0.092,-87.03,0.5766,0.071
0.093,-84.53,0.5766,0.017
0.094,-126.88,0.5766,-0.098
0.095,-67.81,0.5766,-0.237
0.096,-20.00,0.5766,-0.234
0.097,-32.19,0.5766,-0.277
0.098,54.37,0.5766,-0.298
0.099,98.12,0.5766,-0.168
0.1,65.16,0.5766,-0.102
0.101,108.28,0.5766,-0.038
0.102,115.94,0.5766,0.115
0.103,38.28,0.5766,0.194
0.104,23.59,0.5766,0.191
0.105,37.50,0.5766,0.241
0.106,-17.19,0.5788,0.266
0.107,-48.75,0.5831,0.207
0.108,-58.91,0.5831,0.169
0.109,-122.66,0.5831,0.089
0.11,-124.69,0.5831,-0.077
0.111,-62.81,0.5831,-0.160
0.112,-78.28,0.5831,-0.202
0.113,-56.72,0.5831,-0.317
0.114,51.72,0.5831,-0.316
0.115,69.69,0.5831,-0.213
0.116,58.59,0.5831,-0.176
0.117,124.38,0.5831,-0.096
0.118,98.28,0.5831,0.072
0.119,30.16,0.5831,0.100
0.12,85.78,0.5831,0.133
0.121,62.03,0.4031,0.272
0.122,-21.56,0.0431,0.257
0.123,0.94,0.0431,0.229
0.124,-40.00,0.2133,0.259
0.125,-135.31,0.5537,0.149
0.126,-112.50,0.5537,-0.012
0.127,-80.00,0.5537,-0.076
0.128,-109.37,0.5537,-0.172
0.129,-51.72,0.5537,-0.295
0.13,12.81,0.5537,-0.275
0.131,0.31,0.5537,-0.269
0.132,55.47,0.5537,-0.275
0.133,118.75,0.5537,-0.158
0.134,90.47,0.5537,-0.037
0.135,88.44,0.5537,0.022
0.136,112.50,0.5537,0.140
0.137,45.47,0.3748,0.248
0.138,11.72,0.0169,0.231
0.139,19.22,0.2059,0.271
0.14,-50.78,0.5841,0.269
0.141,-96.09,0.5841,0.169
0.142,-88.75,0.5841,0.077
0.143,-114.06,0.5841,-0.008
0.144,-110.00,0.5841,-0.151
0.145,-49.84,0.5841,-0.228
0.146,-37.50,0.5841,-0.251
0.147,-31.09,0.5841,-0.303
0.148,61.56,0.5841,-0.313
0.149,88.75,0.5841,-0.180
0.15,58.75,0.5841,-0.136
0.151,129.22,0.5841,-0.063
0.152,132.34,0.5841,0.123
0.153,54.22,0.5841,0.202
0.154,48.28,0.5841,0.231
0.155,20.00,0.4240,0.299
0.156,-51.88,0.1038,0.271
0.157,-32.50,0.1038,0.195
0.158,-54.53,0.2434,0.206
0.159,-128.44,0.5228,0.086
0.16,-91.72,0.5228,-0.051
0.161,-75.00,0.5228,-0.098
0.162,-109.53,0.5228,-0.201
0.163,-42.03,0.5228,-0.317
0.164,49.06,0.5228,-0.285
0.165,48.75,0.5228,-0.218
0.166,78.12,0.5228,-0.187
0.167,106.41,0.5228,-0.062
0.168,67.34,0.5228,0.026
0.169,73.91,0.5228,0.072
0.17,92.50,0.5228,0.173
0.171,36.25,0.3628,0.258
0.172,-21.41,0.0428,0.246
0.173,4.53,0.0428,0.215
0.174,-41.41,0.2080,0.255
0.175,-127.34,0.5384,0.132
0.176,-95.00,0.5384,0.000
0.177,-91.88,0.5384,-0.058
0.178,-112.66,0.5384,-0.183
0.179,-28.75,0.5384,-0.283
0.18,9.84,0.5046,-0.241
0.181,-7.19,0.4369,-0.264
0.182,76.25,0.4369,-0.255
0.183,103.44,0.4369,-0.111
0.184,60.31,0.4369,-0.048
0.185,110.78,0.4369,0.009
0.186,103.44,0.4369,0.173
0.187,13.75,0.3220,0.216
0.188,38.28,0.0922,0.201
0.189,46.87,0.0922,0.293
0.19,-62.81,0.2651,0.294
0.191,-84.84,0.6109,0.167
0.192,-77.81,0.6109,0.125
0.193,-129.53,0.6109,0.012
0.194,-105.78,0.6109,-0.134
0.195,-50.31,0.6109,-0.200
0.196,-58.28,0.6109,-0.235
0.197,-20.16,0.6109,-0.317
0.198,77.50,0.6109,-0.275
0.199,63.44,0.6109,-0.162
0.2,74.84,0.6109,-0.148
0.201,143.59,0.6109,-0.012
0.202,77.66,0.6109,0.139
0.203,33.59,0.6109,0.143
0.204,73.13,0.6109,0.206
0.205,22.66,0.4327,0.290
0.206,-38.13,0.0763,0.251
0.207,-11.41,0.0763,0.213
0.208,-77.19,0.2348,0.228
0.209,-162.34,0.5519,0.059
0.21,-90.31,0.5519,-0.096
0.211,-60.62,0.5519,-0.122
0.212,-98.59,0.5519,-0.218
0.213,-32.81,0.5519,-0.319
0.214,38.59,0.5519,-0.283
0.215,28.91,0.5519,-0.242
0.216,78.91,0.5519,-0.225
0.217,130.31,0.5519,-0.084
0.218,79.38,0.5519,0.035
0.219,69.69,0.5519,0.075
0.22,79.06,0.5519,0.175
0.221,28.28,0.5519,0.233
0.222,23.28,0.5519,0.231
0.223,4.53,0.5686,0.280
0.224,-86.56,0.6022,0.240
0.225,-97.03,0.6022,0.107
0.226,-78.44,0.6022,0.046
0.227,-113.59,0.6022,-0.050
0.228,-95.47,0.6022,-0.181
0.229,-33.75,0.6022,-0.241
0.23,-40.62,0.6022,-0.248
0.231,5.47,0.6022,-0.323
0.232,100.16,0.6022,-0.238
0.233,80.16,0.6022,-0.122
0.234,86.56,0.6022,-0.077
0.235,125.31,0.6022,0.051
0.236,69.84,0.6022,0.173
0.237,32.34,0.6022,0.191
0.238,55.62,0.6022,0.238
0.239,-2.81,0.6123,0.302
0.24,-75.94,0.6325,0.233
0.241,-53.28,0.6325,0.150
0.242,-92.50,0.6325,0.126
0.243,-135.47,0.6325,-0.035
0.244,-65.31,0.6325,-0.145
0.245,-49.06,0.6325,-0.166
0.246,-82.50,0.6325,-0.243
0.247,-6.25,0.6325,-0.331
0.248,68.44,0.6325,-0.256
0.249,42.97,0.6325,-0.194
0.25,96.88,0.6325,-0.170
0.251,145.78,0.6325,0.000
0.252,60.16,0.6325,0.122
0.253,54.84,0.6325,0.120
0.254,95.00,0.6325,0.232
0.255,-0.16,0.6303,0.310
0.256,-46.25,0.6259,0.231
0.257,-15.16,0.6259,0.218
0.258,-95.62,0.6259,0.201
0.259,-135.00,0.6259,0.027
0.26,-71.09,0.6259,-0.069
0.261,-92.97,0.6259,-0.116
0.262,-100.00,0.6259,-0.255
0.263,-10.47,0.6259,-0.316
0.264,17.50,0.6259,-0.276
0.265,24.53,0.6259,-0.281
0.266,105.00,0.6259,-0.227
0.267,123.75,0.6259,-0.071
0.268,79.06,0.6259,0.021
0.269,96.88,0.6259,0.088
0.27,83.75,0.6259,0.214
0.271,13.28,0.4220,0.255
0.272,19.06,0.0141,0.241
0.273,-16.87,0.2102,0.293
0.274,-106.09,0.6025,0.207
0.275,-84.38,0.6025,0.081
0.276,-70.94,0.6025,0.038
0.277,-122.19,0.6025,-0.061
0.278,-100.47,0.6025,-0.206
0.279,-33.59,0.6025,-0.262
0.28,-23.75,0.6025,-0.273
0.281,30.78,0.6025,-0.309
0.282,93.59,0.6025,-0.212
0.283,73.12,0.6025,-0.122
0.284,98.12,0.6025,-0.065
0.285,131.25,0.6025,0.074
0.286,60.62,0.6025,0.197
0.287,35.16,0.6025,0.195
0.288,62.34,0.6025,0.268
0.289,-19.22,0.6098,0.320
0.29,-66.87,0.6244,0.229
0.291,-41.56,0.6244,0.186
0.292,-106.25,0.6244,0.146
0.293,-132.66,0.6244,-0.026
0.294,-63.91,0.6244,-0.119
0.295,-70.63,0.6244,-0.154
0.296,-75.16,0.6244,-0.261
0.297,5.94,0.6244,-0.304
0.298,45.78,0.6244,-0.249
0.299,41.87,0.6244,-0.213
0.3,110.63,0.6244,-0.165
0.301,121.72,0.6244,0.008
0.302,52.81,0.6244,0.078
0.303,88.75,0.6244,0.114
0.304,76.72,0.6244,0.256
0.305,-5.62,0.4239,0.268
0.306,2.66,0.0228,0.245
0.307,-14.38,0.2015,0.273
0.308,-113.28,0.5587,0.216
0.309,-123.91,0.5587,0.046
0.31,-78.44,0.5587,-0.032
0.311,-109.22,0.5587,-0.111
0.312,-87.66,0.5587,-0.250
0.313,-10.31,0.5587,-0.286
0.314,5.62,0.5587,-0.271
0.315,57.34,0.5587,-0.275
0.316,103.44,0.5587,-0.156
0.317,80.16,0.5587,-0.068
0.318,81.72,0.5587,0.004
0.319,96.09,0.5587,0.096
0.32,64.53,0.5587,0.196
0.321,26.41,0.5587,0.225
0.322,33.75,0.5587,0.249
0.323,-27.03,0.5812,0.292
0.324,-76.56,0.6263,0.195
0.325,-67.34,0.6263,0.139
0.326,-125.16,0.6263,0.060
0.327,-137.03,0.6263,-0.111
0.328,-51.09,0.6263,-0.214
0.329,-43.28,0.6263,-0.213
0.33,-60.31,0.6263,-0.300
0.331,44.22,0.6263,-0.334
0.332,80.78,0.6263,-0.212
0.333,55.94,0.6263,-0.173
0.334,121.09,0.6263,-0.100
0.335,127.19,0.6263,0.070
0.336,49.06,0.6263,0.154
0.337,54.53,0.6263,0.168
0.338,55.78,0.6263,0.263
0.339,-17.81,0.6147,0.279
0.34,-27.03,0.5916,0.228
0.341,-41.56,0.5916,0.225
0.342,-138.75,0.5916,0.145
0.343,-123.28,0.5916,-0.052
0.344,-60.47,0.5916,-0.102
0.345,-98.91,0.5916,-0.173
0.346,-69.53,0.5916,-0.300
0.347,31.09,0.5916,-0.312
0.348,50.47,0.5916,-0.238
0.349,51.87,0.5916,-0.211
0.35,109.53,0.5916,-0.134
0.351,86.87,0.5916,0.008
0.352,63.28,0.5916,0.040
0.353,115.63,0.5916,0.134
0.354,67.50,0.5916,0.271
0.355,-2.34,0.5916,0.269
0.356,7.34,0.5916,0.267
0.357,-48.13,0.5922,0.284
0.358,-117.81,0.5934,0.170
0.359,-95.94,0.5934,0.048
0.36,-86.09,0.5934,-0.022
0.361,-119.84,0.5934,-0.124
0.362,-63.91,0.5934,-0.261
0.363,-16.72,0.5934,-0.252
0.364,-28.91,0.5934,-0.295
0.365,62.81,0.5934,-0.309
0.366,122.81,0.5934,-0.169
0.367,85.78,0.5934,-0.064
0.368,92.66,0.5934,0.003
0.369,95.94,0.5934,0.122
0.37,47.03,0.5934,0.194
0.371,50.31,0.5934,0.216
0.372,33.28,0.5969,0.295
0.373,-53.28,0.6037,0.282
0.374,-49.84,0.6037,0.188
0.375,-44.06,0.6037,0.183
0.376,-130.16,0.6037,0.100
0.377,-128.28,0.6037,-0.078
0.378,-62.34,0.6037,-0.156
0.379,-68.44,0.6037,-0.203
0.38,-53.12,0.6037,-0.293
0.381,34.53,0.6037,-0.309
0.382,60.16,0.6037,-0.224
0.383,72.03,0.6037,-0.188
0.384,133.44,0.6037,-0.080
0.385,94.06,0.6037,0.078
0.386,47.50,0.6037,0.108
0.387,85.00,0.6037,0.173
0.388,47.19,0.4241,0.278
0.389,-32.34,0.0647,0.268
0.39,-13.91,0.0647,0.213
0.391,-47.66,0.2264,0.240
0.392,-132.50,0.5497,0.118
0.393,-103.75,0.5497,-0.025
0.394,-80.00,0.5497,-0.089
0.395,-96.88,0.5497,-0.185
0.396,-42.50,0.5497,-0.283
0.397,11.56,0.5497,-0.270
0.398,19.38,0.5497,-0.260
0.399,81.41,0.5497,-0.231
0.4,126.72,0.5497,-0.097
0.401,72.34,0.5497,0.022
0.402,76.87,0.5497,0.048
0.403,109.53,0.5497,0.176
0.404,41.41,0.5497,0.267
0.405,4.06,0.5497,0.259
0.406,1.87,0.5691,0.275
0.407,-54.38,0.6078,0.263
0.408,-84.37,0.6078,0.166
0.409,-74.53,0.6078,0.094
0.41,-117.81,0.6078,0.017
0.411,-125.78,0.6078,-0.142
0.412,-61.41,0.6078,-0.235
0.413,-49.22,0.6078,-0.265
0.414,-14.53,0.6078,-0.333
0.415,82.97,0.6078,-0.294
0.416,98.75,0.6078,-0.167
0.417,84.53,0.6078,-0.096
0.418,121.41,0.6078,0.002
0.419,92.50,0.6078,0.147
0.42,26.25,0.6078,0.187
0.421,56.56,0.6078,0.199
0.422,38.13,0.5523,0.300
0.423,-51.09,0.4413,0.275
0.424,-47.81,0.4413,0.198
0.425,-87.81,0.4413,0.180
0.426,-160.47,0.4413,0.022
0.427,-70.31,0.4413,-0.141
0.428,-27.97,0.4684,-0.118
0.429,-93.28,0.5228,-0.197
0.43,-40.47,0.5228,-0.305
0.431,41.41,0.5228,-0.278
0.432,37.03,0.5228,-0.222
0.433,83.75,0.5228,-0.204
0.434,153.75,0.5228,-0.055
0.435,89.69,0.5228,0.103
0.436,57.19,0.5228,0.125
0.437,85.78,0.5228,0.218
0.438,8.28,0.5455,0.296
0.439,-31.25,0.5909,0.234
0.44,0.78,0.5909,0.234
0.441,-73.12,0.5909,0.236
0.442,-129.69,0.5909,0.088
0.443,-74.53,0.5909,-0.023
0.444,-82.66,0.5909,-0.062
0.445,-116.56,0.5909,-0.189
0.446,-38.59,0.5909,-0.295
0.447,11.25,0.5909,-0.266
0.448,17.19,0.5909,-0.272
0.449,98.28,0.5909,-0.232
0.45,110.16,0.5909,-0.076
0.451,55.31,0.5909,-0.011
0.452,99.84,0.5909,0.035
0.453,91.88,0.5909,0.188
0.454,18.59,0.5909,0.219
0.455,44.22,0.5909,0.226
0.456,27.03,0.6059,0.307
0.457,-79.06,0.6359,0.280
0.458,-76.87,0.6359,0.149
0.459,-79.38,0.6359,0.126
0.46,-147.81,0.6359,-0.010
0.461,-100.63,0.6359,-0.170
0.462,-46.88,0.6359,-0.211
0.463,-58.91,0.6359,-0.263
0.464,17.97,0.6359,-0.329
0.465,98.44,0.6359,-0.228
0.466,48.13,0.6359,-0.132
0.467,82.66,0.6359,-0.131
0.468,141.09,0.6359,0.033
0.469,66.88,0.6359,0.151
0.47,40.31,0.6359,0.167
0.471,63.13,0.6359,0.232
0.472,11.56,0.6295,0.293
0.473,-48.13,0.6166,0.255
0.474,-32.97,0.6166,0.197
0.475,-87.19,0.6166,0.189
0.476,-146.41,0.6166,0.023
0.477,-73.59,0.6166,-0.104
0.478,-67.97,0.6166,-0.124
0.479,-99.38,0.6166,-0.240
0.48,-12.97,0.6166,-0.323
0.481,40.16,0.6166,-0.266
0.482,33.59,0.6166,-0.243
0.483,107.34,0.6166,-0.199
0.484,129.06,0.6166,-0.028
0.485,59.22,0.6166,0.059
0.486,89.69,0.6166,0.090
0.487,79.84,0.6166,0.239
0.488,-5.78,0.4186,0.250
0.489,3.91,0.0228,0.227
0.49,0.94,0.2021,0.258
0.491,-77.19,0.5606,0.229
0.492,-108.28,0.5606,0.103
0.493,-88.44,0.5606,0.013
0.494,-115.31,0.5606,-0.073
0.495,-98.44,0.5606,-0.218
0.496,-21.25,0.5606,-0.270
0.497,-16.25,0.5606,-0.261
0.498,13.75,0.5606,-0.303
0.499,87.03,0.5606,-0.233
0.5,91.09,0.5606,-0.129
0.501,83.59,0.5606,-0.051
0.502,108.59,0.5606,0.038
0.503,79.22,0.5606,0.166
0.504,30.31,0.5606,0.197
0.505,53.59,0.5606,0.227
0.506,11.88,0.5885,0.304
0.507,-83.28,0.6444,0.251
0.508,-67.19,0.6444,0.138
0.509,-75.47,0.6444,0.116
0.51,-138.12,0.6444,-0.013
0.511,-101.56,0.6444,-0.160
0.512,-57.50,0.6444,-0.217
0.513,-61.88,0.6444,-0.275
0.514,13.13,0.6444,-0.340
0.515,83.91,0.6444,-0.249
0.516,65.00,0.6444,-0.173
0.517,109.06,0.6444,-0.119
0.518,127.19,0.6444,0.046
0.519,51.41,0.6444,0.136
0.52,61.25,0.6444,0.148
0.521,73.75,0.6444,0.258
0.522,-13.44,0.6369,0.296
0.523,-28.75,0.6219,0.231
0.524,-19.22,0.6219,0.238
0.525,-102.34,0.6219,0.193
0.526,-132.50,0.6219,0.034
0.527,-88.91,0.6219,-0.072
0.528,-115.63,0.6219,-0.144
0.529,-90.94,0.6219,-0.303
0.53,22.19,0.6219,-0.326
0.531,45.00,0.6219,-0.259
0.532,38.59,0.6219,-0.236
0.533,105.94,0.6219,-0.182
0.534,112.03,0.6219,-0.024
0.535,63.59,0.6219,0.042
0.536,97.34,0.6219,0.103
0.537,67.97,0.6219,0.237
0.538,-4.84,0.4185,0.239
0.539,10.31,0.0119,0.227
0.54,-9.84,0.2042,0.260
0.541,-84.38,0.5888,0.208
0.542,-95.62,0.5888,0.091
0.543,-99.38,0.5888,0.016
0.544,-127.97,0.5888,-0.108
0.545,-67.81,0.5888,-0.240
0.546,-30.16,0.5888,-0.243
0.547,-37.03,0.5888,-0.300
0.548,64.06,0.5888,-0.318
0.549,116.25,0.5888,-0.172
0.55,62.66,0.5888,-0.085
0.551,96.88,0.5888,-0.047
0.552,115.00,0.5888,0.109
0.553,43.28,0.5888,0.183
0.554,43.91,0.5888,0.195
0.555,55.00,0.5888,0.271
0.556,-27.19,0.5989,0.305
0.557,-72.19,0.6191,0.217
0.558,-57.66,0.6191,0.161
0.559,-114.53,0.6191,0.102
0.56,-127.81,0.6191,-0.068
0.561,-66.25,0.6191,-0.154
0.562,-79.53,0.6191,-0.201
0.563,-56.56,0.6191,-0.313
0.564,55.63,0.6191,-0.314
0.565,59.22,0.6191,-0.202
0.566,33.75,0.6191,-0.195
0.567,112.50,0.6191,-0.134
0.568,110.78,0.6191,0.030
0.569,46.09,0.6191,0.087
0.57,85.16,0.6191,0.122
0.571,73.59,0.6191,0.258
0.572,-18.91,0.4292,0.269
0.573,-14.22,0.0494,0.220
0.574,-36.09,0.2102,0.241
0.575,-122.34,0.5319,0.147
0.576,-105.47,0.5319,-0.004
0.577,-78.12,0.5319,-0.063
0.578,-113.91,0.5319,-0.160
0.579,-62.97,0.5319,-0.291
0.58,14.22,0.5319,-0.286
0.581,3.44,0.5333,-0.263
0.582,58.59,0.5362,-0.279
0.583,124.22,0.5362,-0.146
0.584,89.38,0.5362,-0.031
0.585,82.97,0.5362,0.033
0.586,103.12,0.5362,0.135
0.587,52.19,0.5362,0.239
0.588,8.75,0.5362,0.239
0.589,21.88,0.5362,0.257
0.59,-41.25,0.5621,0.283
0.591,-93.44,0.6137,0.174
0.592,-74.22,0.6137,0.096
0.593,-106.41,0.6137,0.026
0.594,-114.53,0.6137,-0.117
0.595,-63.28,0.6137,-0.203
0.596,-55.94,0.6137,-0.243
0.597,-43.75,0.6137,-0.315
0.598,59.22,0.6137,-0.331
0.599,92.50,0.6137,-0.197
0.6,77.50,0.6137,-0.146
0.601,129.22,0.6137,-0.042
0.602,103.59,0.6137,0.113
0.603,40.00,0.6137,0.166
0.604,62.19,0.6137,0.193
0.605,48.44,0.4457,0.290
0.606,-54.84,0.1097,0.290
0.607,-45.16,0.1097,0.180
0.608,-51.56,0.2364,0.199
0.609,-137.97,0.4897,0.077
0.61,-98.75,0.4897,-0.077
0.611,-53.44,0.4897,-0.120
0.612,-85.00,0.4897,-0.183
0.613,-52.03,0.4897,-0.290
0.614,37.66,0.4897,-0.288
0.615,38.28,0.4897,-0.215
0.616,47.50,0.4897,-0.211
0.617,128.59,0.4897,-0.120
0.618,101.09,0.4897,0.046
0.619,59.69,0.4897,0.082
0.62,105.62,0.4897,0.166
0.621,46.72,0.3422,0.293
0.622,-23.59,0.0472,0.259
0.623,-1.25,0.0472,0.246
0.624,-50.78,0.2143,0.257
0.625,-129.06,0.5484,0.145
0.626,-99.84,0.5484,-0.002
0.627,-89.84,0.5484,-0.055
0.628,-118.44,0.5484,-0.181
0.629,-42.34,0.5484,-0.292
0.63,4.53,0.5360,-0.266
0.631,-12.66,0.5113,-0.283
0.632,82.03,0.5113,-0.291
0.633,114.84,0.5113,-0.119
0.634,67.34,0.5113,-0.062
0.635,108.59,0.5113,0.016
0.636,100.47,0.5113,0.156
0.637,32.19,0.5113,0.217
0.638,38.59,0.5113,0.220
0.639,29.22,0.5489,0.294
0.64,-62.50,0.6241,0.278
0.641,-72.50,0.6241,0.169
0.642,-74.69,0.6241,0.133
0.643,-139.69,0.6241,0.020
0.644,-106.72,0.6241,-0.146
0.645,-48.28,0.6241,-0.194
0.646,-68.13,0.6241,-0.242
0.647,-26.72,0.6241,-0.330
0.648,69.06,0.6241,-0.296
0.649,63.59,0.6241,-0.192
0.65,62.50,0.6241,-0.169
0.651,134.06,0.6241,-0.067
0.652,100.47,0.6241,0.099
0.653,55.78,0.6241,0.134
0.654,84.53,0.6241,0.211
0.655,34.37,0.6166,0.303
0.656,-34.69,0.6016,0.280
0.657,-32.34,0.6016,0.234
0.658,-70.78,0.6016,0.215
0.659,-123.91,0.6016,0.092
0.66,-90.94,0.6016,-0.033
0.661,-87.97,0.6016,-0.090
0.662,-104.38,0.6016,-0.209
0.663,-29.53,0.6016,-0.298
0.664,31.09,0.6016,-0.268
0.665,16.25,0.6016,-0.236
0.666,76.72,0.6016,-0.235
0.667,131.56,0.6016,-0.083
0.668,69.69,0.6016,0.028
0.669,84.84,0.6016,0.057
0.67,104.22,0.6016,0.198
0.671,9.53,0.4172,0.265
0.672,-7.19,0.0484,0.217
0.673,2.19,0.2140,0.251
0.674,-67.03,0.5450,0.221
0.675,-80.47,0.5450,0.117
0.676,-82.97,0.5450,0.060
0.677,-119.53,0.5450,-0.049
0.678,-96.41,0.5450,-0.179
0.679,-30.47,0.5450,-0.242
0.68,-26.09,0.5450,-0.240
0.681,-5.78,0.5450,-0.294
0.682,78.44,0.5450,-0.252
0.683,90.31,0.5450,-0.138
0.684,85.16,0.5450,-0.071
0.685,124.53,0.5450,0.033
0.686,91.25,0.5450,0.178
0.687,19.06,0.5450,0.215
0.688,33.13,0.5450,0.216
0.689,22.50,0.5660,0.282
0.69,-62.34,0.6081,0.261
0.691,-50.47,0.6081,0.157
0.692,-72.50,0.6081,0.160
0.693,-141.41,0.6081,0.012
0.694,-74.06,0.6081,-0.123
0.695,-47.03,0.6081,-0.136
0.696,-95.16,0.6081,-0.217
0.697,-24.84,0.6081,-0.327
0.698,48.75,0.6081,-0.266
0.699,47.34,0.6081,-0.229
0.7,109.06,0.6081,-0.172
0.701,138.12,0.6081,-0.011
0.702,67.81,0.6081,0.105
0.703,60.16,0.6081,0.125
0.704,91.56,0.6081,0.225
0.705,11.41,0.6118,0.308
0.706,-36.88,0.6191,0.248
0.707,-16.25,0.6191,0.234
0.708,-91.88,0.6191,0.215
0.709,-134.06,0.6191,0.050
0.71,-68.91,0.6191,-0.053
0.711,-87.97,0.6191,-0.088
0.712,-111.87,0.6191,-0.229
0.713,-25.16,0.6191,-0.311
0.714,25.78,0.6191,-0.279
0.715,41.72,0.6191,-0.260
0.716,98.59,0.6191,-0.196
0.717,98.44,0.6191,-0.063
0.718,62.19,0.6191,0.001
0.719,89.38,0.6191,0.062
0.72,81.87,0.6191,0.180
0.721,27.97,0.6191,0.226
0.722,37.97,0.6191,0.236
0.723,7.34,0.6169,0.302
0.724,-83.28,0.6125,0.251
0.725,-78.91,0.6125,0.135
0.726,-84.06,0.6125,0.093
0.727,-140.31,0.6125,-0.033
0.728,-89.53,0.6125,-0.188
0.729,-33.91,0.6125,-0.212
0.73,-49.37,0.6125,-0.256
0.731,20.31,0.6125,-0.311
0.732,82.81,0.6125,-0.215
0.733,62.97,0.6125,-0.145
0.734,98.59,0.6125,-0.089
0.735,122.34,0.6125,0.052
0.736,71.88,0.6125,0.156
0.737,45.16,0.6125,0.196
0.738,49.84,0.6125,0.246
0.739,-4.69,0.6162,0.295
0.74,-52.81,0.6237,0.237
0.741,-39.53,0.6237,0.190
0.742,-94.37,0.6237,0.158
0.743,-137.50,0.6237,0.001
0.744,-75.78,0.6237,-0.118
0.745,-76.88,0.6237,-0.151
0.746,-88.91,0.6237,-0.271
0.747,23.28,0.6237,-0.328
0.748,59.69,0.6237,-0.225
0.749,20.94,0.6237,-0.209
0.75,99.22,0.6237,-0.183
0.751,128.75,0.6237,-0.011
0.752,57.81,0.6237,0.075
0.753,92.34,0.6237,0.105
0.754,84.38,0.6237,0.259
0.755,-21.72,0.4351,0.274
0.756,-20.63,0.0578,0.216
0.757,-9.06,0.2058,0.233
0.758,-93.91,0.5019,0.198
0.759,-113.91,0.5019,0.045
0.76,-72.34,0.5019,-0.030
0.761,-116.41,0.5019,-0.100
0.762,-84.69,0.5019,-0.263
0.763,3.75,0.5019,-0.269
0.764,-8.13,0.5068,-0.255
0.765,35.63,0.5166,-0.286
0.766,103.75,0.5166,-0.184
0.767,89.06,0.5166,-0.078
0.768,86.09,0.5166,-0.006
0.769,96.88,0.5166,0.094
0.77,50.78,0.5166,0.188
0.771,21.56,0.5166,0.196
0.772,43.28,0.5166,0.231
0.773,-26.72,0.5456,0.282
0.774,-80.00,0.6037,0.177
0.775,-50.47,0.6037,0.122
0.776,-100.94,0.6037,0.077
0.777,-128.91,0.6037,-0.080
