Time,Channel 1 ,Channel 2,Channel 3
0,82.77,NaN,0.031
0.001,82.79,NaN,0.023
0.002,82.76,NaN,0.015
0.003,82.73,NaN,0.009
0.004,82.73,NaN,0.003
0.005,82.77,NaN,-0.001
0.006,82.80,NaN,-0.002
0.007,82.82,NaN,0.003
0.008,82.87,NaN,0.005
0.009,82.88,NaN,0.011
0.01,82.88,NaN,0.018
0.011,82.86,NaN,0.021
0.012,82.88,NaN,0.025
0.013,82.93,NaN,0.025
0.014,82.86,NaN,0.023
0.015,82.89,NaN,0.018
0.016,82.88,NaN,0.011
0.017,82.86,NaN,0.003
0.018,82.83,NaN,-0.005
0.019,82.75,NaN,-0.010
0.02,82.73,NaN,-0.017
0.021,82.68,NaN,-0.019
0.022,82.63,NaN,-0.019
0.023,82.61,NaN,-0.017
0.024,82.54,NaN,-0.011
0.025,82.56,NaN,-0.005
0.026,82.60,NaN,0.001
0.027,82.65,NaN,0.006
0.028,82.61,NaN,0.011
0.029,82.66,NaN,0.013
0.03,82.65,NaN,0.013
0.031,82.66,NaN,0.012
0.032,82.70,NaN,0.006
0.033,82.72,NaN,-0.001
0.034,82.71,NaN,-0.007
0.035,82.74,NaN,-0.013
0.036,82.74,NaN,-0.019
0.037,82.70,NaN,-0.023
0.038,82.75,NaN,-0.025
0.039,82.73,NaN,-0.025
0.04,82.70,NaN,-0.018
0.041,82.66,NaN,-0.013
0.042,82.66,NaN,-0.007
0.043,82.66,NaN,0.002
0.044,82.64,NaN,0.006
0.045,82.66,NaN,0.011
0.046,82.66,NaN,0.013
0.047,82.64,NaN,0.012
0.048,82.61,NaN,0.008
0.049,82.60,NaN,0.002
0.05,82.58,NaN,-0.004
0.051,82.63,NaN,-0.011
0.052,82.59,NaN,-0.017
0.053,82.54,NaN,-0.022
0.054,82.56,NaN,-0.026
0.055,82.57,NaN,-0.024
0.056,82.49,NaN,-0.022
0.057,82.35,NaN,-0.016
0.058,82.24,NaN,-0.009
0.059,82.11,NaN,-0.003
0.06,82.04,NaN,0.003
0.061,82.20,NaN,0.008
0.062,82.43,NaN,0.011
0.063,82.58,NaN,0.012
0.064,82.70,NaN,0.011
0.065,82.73,NaN,0.006
0.066,82.69,NaN,-0.001
0.067,82.64,NaN,-0.005
0.068,82.72,NaN,-0.013
0.069,82.84,NaN,-0.018
0.07,82.98,NaN,-0.022
0.071,83.05,NaN,-0.024
0.072,83.12,NaN,-0.024
0.073,83.06,NaN,-0.021
0.074,83.08,NaN,-0.016
0.075,83.08,NaN,-0.010
0.076,83.08,NaN,-0.003
0.077,83.05,NaN,0.005
0.078,82.99,NaN,0.008
0.079,82.81,NaN,0.013
0.08,82.73,NaN,0.014
0.081,82.63,NaN,0.012
0.082,82.59,NaN,0.006
0.083,82.48,NaN,-0.001
0.084,82.48,NaN,-0.007
0.085,82.41,NaN,-0.014
0.086,82.28,NaN,-0.018
0.087,82.28,NaN,-0.023
0.088,82.30,NaN,-0.023
0.089,82.40,NaN,-0.022
0.09,82.44,NaN,-0.018
0.091,82.52,NaN,-0.013
0.092,82.53,NaN,-0.007
0.093,82.54,NaN,-0.000
0.094,82.63,NaN,0.006
0.095,82.71,NaN,0.012
0.096,82.83,NaN,0.015
0.097,82.92,NaN,0.015
0.098,82.93,NaN,0.011
0.099,82.94,NaN,0.005
0.1,82.83,NaN,-0.000
0.101,82.74,NaN,-0.007
0.102,82.72,NaN,-0.013
0.103,82.72,NaN,-0.018
0.104,82.70,NaN,-0.019
0.105,82.73,NaN,-0.021
0.106,82.72,NaN,-0.020
0.107,82.69,NaN,-0.014
0.108,82.61,NaN,-0.008
0.109,82.58,NaN,-0.002
0.11,82.59,NaN,0.004
0.111,82.60,NaN,0.008
0.112,82.65,NaN,0.011
0.113,82.67,NaN,0.013
0.114,82.63,NaN,0.013
0.115,82.61,NaN,0.007
0.116,82.58,NaN,0.001
0.117,82.68,NaN,-0.004
0.118,82.71,NaN,-0.011
0.119,82.81,NaN,-0.016
0.12,82.83,NaN,-0.020
0.121,82.87,NaN,-0.022
0.122,82.88,NaN,-0.024
0.123,82.88,NaN,-0.019
0.124,82.93,NaN,-0.014
0.125,82.94,NaN,-0.008
0.126,82.92,NaN,-0.001
0.127,82.84,NaN,0.004
0.128,82.77,NaN,0.011
0.129,82.73,NaN,0.015
0.13,82.68,NaN,0.016
0.131,82.78,NaN,0.013
0.132,82.86,NaN,0.007
0.133,82.89,NaN,0.002
0.134,82.78,NaN,-0.005
0.135,82.73,NaN,-0.010
0.136,82.68,NaN,-0.016
0.137,82.68,NaN,-0.021
0.138,82.74,NaN,-0.022
0.139,82.92,NaN,-0.022
0.14,83.02,NaN,-0.016
0.141,83.06,NaN,-0.010
0.142,83.05,NaN,-0.006
0.143,83.10,NaN,0.003
0.144,83.11,NaN,0.008
0.145,83.06,NaN,0.013
0.146,83.06,NaN,0.015
0.147,83.03,NaN,0.015
0.148,82.98,NaN,0.010
0.149,82.93,NaN,0.004
0.15,82.84,NaN,0.001
0.151,82.79,NaN,-0.002
0.152,82.74,NaN,-0.004
0.153,82.74,NaN,-0.004
0.154,82.66,NaN,-0.004
0.155,82.62,NaN,-0.004
0.156,82.59,NaN,-0.002
0.157,82.57,NaN,0.001
0.158,82.55,NaN,0.003
0.159,82.61,NaN,0.009
0.16,82.66,NaN,0.016
0.161,82.68,NaN,0.025
0.162,82.71,NaN,0.034
0.163,82.73,NaN,0.037
0.164,82.69,NaN,0.033
0.165,82.72,NaN,0.030
0.166,82.69,NaN,0.025
0.167,82.73,NaN,0.017
0.168,82.69,NaN,0.008
0.169,82.66,NaN,0.000
0.17,82.69,NaN,-0.008
0.171,82.73,NaN,-0.013
0.172,82.78,NaN,-0.015
0.173,82.84,NaN,-0.015
0.174,82.89,NaN,-0.011
0.175,82.93,NaN,-0.007
0.176,82.98,NaN,-0.001
0.177,83.09,NaN,0.004
0.178,83.18,NaN,0.009
0.179,83.22,NaN,0.012
0.18,83.23,NaN,0.012
0.181,83.28,NaN,0.010
0.182,83.29,NaN,0.004
0.183,83.26,NaN,-0.001
0.184,83.18,NaN,-0.007
0.185,83.12,NaN,-0.014
0.186,83.09,NaN,-0.018
0.187,83.03,NaN,-0.023
0.188,82.93,NaN,-0.024
0.189,82.83,NaN,-0.022
0.19,82.79,NaN,-0.018
0.191,82.71,NaN,-0.013
0.192,82.68,NaN,-0.006
0.193,82.69,NaN,0.002
0.194,82.61,NaN,0.007
0.195,82.66,NaN,0.012
0.196,82.65,NaN,0.016
0.197,82.70,NaN,0.015
0.198,82.74,NaN,0.012
0.199,82.78,NaN,0.006
0.2,82.82,NaN,0.000
0.201,82.84,NaN,-0.006
0.202,82.89,NaN,-0.012
0.203,82.92,NaN,-0.017
0.204,82.99,NaN,-0.021
0.205,83.07,NaN,-0.021
0.206,83.11,NaN,-0.021
0.207,83.14,NaN,-0.015
0.208,83.14,NaN,-0.008
0.209,83.18,NaN,-0.002
0.21,83.22,NaN,0.003
0.211,83.23,NaN,0.008
0.212,83.21,NaN,0.013
0.213,83.14,NaN,0.014
0.214,83.07,NaN,0.014
0.215,82.94,NaN,0.010
0.216,82.83,NaN,0.004
0.217,82.76,NaN,-0.003
0.218,82.73,NaN,-0.009
0.219,82.69,NaN,-0.014
0.22,82.65,NaN,-0.019
0.221,82.56,NaN,-0.023
0.222,82.53,NaN,-0.022
0.223,82.48,NaN,-0.020
0.224,82.50,NaN,-0.016
0.225,82.53,NaN,-0.011
0.226,82.64,NaN,-0.003
0.227,82.72,NaN,0.004
0.228,82.82,NaN,0.009
0.229,82.89,NaN,0.015
0.23,82.98,NaN,0.016
0.231,82.99,NaN,0.014
0.232,83.10,NaN,0.008
0.233,83.18,NaN,0.003
0.234,83.13,NaN,-0.004
0.235,83.12,NaN,-0.010
0.236,83.07,NaN,-0.015
0.237,83.02,NaN,-0.021
0.238,82.96,NaN,-0.022
0.239,82.88,NaN,-0.021
0.24,82.86,NaN,-0.018
0.241,82.84,NaN,-0.011
0.242,82.76,NaN,-0.006
0.243,82.74,NaN,0.001
0.244,82.71,NaN,0.007
0.245,82.67,NaN,0.012
0.246,82.65,NaN,0.013
0.247,82.56,NaN,0.013
0.248,82.53,NaN,0.009
0.249,82.53,NaN,0.003
0.25,82.51,NaN,-0.004
0.251,82.56,NaN,-0.013
0.252,82.53,NaN,-0.018
0.253,82.56,NaN,-0.022
0.254,82.55,NaN,-0.022
0.255,82.52,NaN,-0.017
0.256,82.56,NaN,-0.007
0.257,82.56,NaN,0.011
0.258,82.57,NaN,0.030
0.259,82.62,NaN,0.051
0.26,82.62,NaN,0.067
0.261,82.69,NaN,0.073
0.262,82.69,NaN,0.069
0.263,82.73,NaN,0.058
0.264,82.73,NaN,0.044
0.265,82.78,NaN,0.030
0.266,82.80,NaN,0.017
0.267,82.80,NaN,0.004
0.268,82.79,NaN,-0.008
0.269,82.79,NaN,-0.017
0.27,82.81,NaN,-0.024
0.271,82.73,NaN,-0.028
0.272,82.68,NaN,-0.030
0.273,82.68,NaN,-0.029
0.274,82.71,NaN,-0.022
0.275,82.73,NaN,-0.016
0.276,82.73,NaN,-0.009
0.277,82.73,NaN,-0.004
0.278,82.76,NaN,0.002
0.279,82.76,NaN,0.006
0.28,82.75,NaN,0.007
0.281,82.78,NaN,0.007
0.282,82.77,NaN,0.002
0.283,82.82,NaN,-0.004
0.284,82.86,NaN,-0.008
0.285,82.89,NaN,-0.015
0.286,82.97,NaN,-0.020
0.287,82.99,NaN,-0.022
0.288,83.06,NaN,-0.025
0.289,83.06,NaN,-0.025
0.29,83.08,NaN,-0.021
0.291,83.12,NaN,-0.016
0.292,83.13,NaN,-0.010
0.293,83.12,NaN,-0.001
0.294,83.11,NaN,0.005
0.295,83.08,NaN,0.010
0.296,83.04,NaN,0.014
0.297,83.03,NaN,0.016
0.298,83.01,NaN,0.012
0.299,82.97,NaN,0.008
0.3,82.86,NaN,0.002
0.301,82.79,NaN,-0.006
0.302,82.76,NaN,-0.012
0.303,82.69,NaN,-0.017
0.304,82.70,NaN,-0.021
0.305,82.73,NaN,-0.021
0.306,82.71,NaN,-0.020
0.307,82.77,NaN,-0.015
0.308,82.77,NaN,-0.009
0.309,82.84,NaN,-0.003
0.31,82.89,NaN,0.003
0.311,82.93,NaN,0.007
0.312,82.97,NaN,0.013
0.313,82.99,NaN,0.013
0.314,82.96,NaN,0.012
0.315,82.92,NaN,0.008
0.316,82.88,NaN,0.002
0.317,82.87,NaN,-0.004
0.318,82.81,NaN,-0.010
0.319,82.77,NaN,-0.015
0.32,82.68,NaN,-0.020
0.321,82.64,NaN,-0.023
0.322,82.56,NaN,-0.025
0.323,82.49,NaN,-0.021
0.324,82.50,NaN,-0.014
0.325,82.49,NaN,-0.009
0.326,82.44,NaN,-0.003
0.327,82.41,NaN,0.003
0.328,82.39,NaN,0.008
0.329,82.41,NaN,0.012
0.33,82.44,NaN,0.013
0.331,82.57,NaN,0.012
0.332,82.63,NaN,0.008
0.333,82.68,NaN,0.003
0.334,82.76,NaN,-0.003
0.335,82.69,NaN,-0.010
0.336,82.67,NaN,-0.015
0.337,82.67,NaN,-0.019
0.338,82.68,NaN,-0.019
0.339,82.65,NaN,-0.020
0.34,82.50,NaN,-0.016
0.341,82.51,NaN,-0.012
0.342,82.46,NaN,-0.007
0.343,82.48,NaN,0.000
0.344,82.44,NaN,0.007
0.345,82.48,NaN,0.011
0.346,82.48,NaN,0.014
0.347,82.43,NaN,0.013
0.348,82.48,NaN,0.012
0.349,82.47,NaN,0.007
0.35,82.44,NaN,0.000
0.351,82.46,NaN,-0.007
0.352,82.48,NaN,-0.012
0.353,82.48,NaN,-0.018
0.354,82.46,NaN,-0.020
0.355,82.41,NaN,-0.022
0.356,82.39,NaN,-0.022
0.357,82.34,NaN,-0.016
0.358,82.36,NaN,-0.011
0.359,82.32,NaN,-0.003
0.36,82.31,NaN,0.003
0.361,82.32,NaN,0.009
0.362,82.37,NaN,0.013
0.363,82.41,NaN,0.016
0.364,82.47,NaN,0.017
0.365,82.58,NaN,0.012
0.366,82.63,NaN,0.006
0.367,82.71,NaN,0.000
0.368,82.78,NaN,-0.007
0.369,82.82,NaN,-0.012
0.37,82.84,NaN,-0.017
0.371,82.81,NaN,-0.018
0.372,82.81,NaN,-0.020
0.373,82.79,NaN,-0.017
0.374,82.79,NaN,-0.012
0.375,82.75,NaN,-0.005
0.376,82.66,NaN,0.002
0.377,82.61,NaN,0.006
0.378,82.59,NaN,0.011
0.379,82.51,NaN,0.014
0.38,82.44,NaN,0.016
0.381,82.41,NaN,0.014
0.382,82.44,NaN,0.010
0.383,82.41,NaN,0.003
0.384,82.41,NaN,-0.003
0.385,82.46,NaN,-0.009
0.386,82.49,NaN,-0.014
0.387,82.50,NaN,-0.019
0.388,82.53,NaN,-0.019
0.389,82.51,NaN,-0.020
0.39,82.51,NaN,-0.016
0.391,82.59,NaN,-0.010
0.392,82.54,NaN,-0.003
0.393,82.55,NaN,0.003
0.394,82.54,NaN,0.009
0.395,82.47,NaN,0.014
0.396,82.42,NaN,0.016
0.397,82.41,NaN,0.016
0.398,82.38,NaN,0.014
0.399,82.39,NaN,0.008
0.4,82.44,NaN,0.004
0.401,82.46,NaN,-0.003
0.402,82.50,NaN,-0.009
0.403,82.53,NaN,-0.014
0.404,82.55,NaN,-0.018
0.405,82.54,NaN,-0.019
0.406,82.60,NaN,-0.019
0.407,82.62,NaN,-0.014
0.408,82.61,NaN,-0.010
0.409,82.58,NaN,-0.004
0.41,82.54,NaN,0.004
0.411,82.51,NaN,0.008
0.412,82.45,NaN,0.014
0.413,82.36,NaN,0.016
0.414,82.31,NaN,0.016
0.415,82.25,NaN,0.013
0.416,82.18,NaN,0.007
0.417,82.13,NaN,0.002
0.418,82.02,NaN,-0.005
0.419,81.97,NaN,-0.011
0.42,81.95,NaN,-0.017
0.421,82.01,NaN,-0.020
0.422,82.17,NaN,-0.022
0.423,82.15,NaN,-0.024
0.424,82.28,NaN,-0.024
0.425,82.40,NaN,-0.021
0.426,82.55,NaN,-0.015
0.427,82.68,NaN,-0.006
0.428,82.84,NaN,0.004
0.429,82.82,NaN,0.014
0.43,82.78,NaN,0.013
0.431,82.78,NaN,-0.001
0.432,82.74,NaN,-0.020
0.433,82.67,NaN,-0.028
0.434,82.75,NaN,-0.025
0.435,82.81,NaN,-0.014
0.436,82.76,NaN,0.000
0.437,82.64,NaN,0.011
0.438,82.58,NaN,0.021
0.439,82.43,NaN,0.025
0.44,82.34,NaN,0.027
0.441,82.35,NaN,0.030
0.442,82.33,NaN,0.031
0.443,82.20,NaN,0.034
0.444,82.03,NaN,0.034
0.445,81.88,NaN,0.035
0.446,81.72,NaN,0.035
0.447,81.66,NaN,0.033
0.448,81.63,NaN,0.028
0.449,81.69,NaN,0.022
0.45,81.66,NaN,0.015
0.451,81.76,NaN,0.007
0.452,81.83,NaN,0.000
0.453,82.02,NaN,-0.005
0.454,82.30,NaN,-0.010
0.455,82.49,NaN,-0.009
0.456,82.64,NaN,-0.009
0.457,82.79,NaN,-0.006
0.458,82.80,NaN,-0.001
0.459,82.78,NaN,0.006
0.46,82.87,NaN,0.012
0.461,83.09,NaN,0.017
0.462,83.23,NaN,0.022
0.463,83.21,NaN,0.023
0.464,83.19,NaN,0.022
0.465,83.05,NaN,0.019
0.466,82.76,NaN,0.012
0.467,82.66,NaN,0.005
0.468,82.68,NaN,-0.002
0.469,82.64,NaN,-0.009
0.47,82.54,NaN,-0.013
0.471,82.38,NaN,-0.014
0.472,82.21,NaN,-0.017
0.473,82.02,NaN,-0.015
0.474,81.88,NaN,-0.010
0.475,81.91,NaN,-0.006
0.476,81.93,NaN,0.001
0.477,81.94,NaN,0.007
0.478,81.99,NaN,0.012
0.479,82.01,NaN,0.016
0.48,81.98,NaN,0.016
0.481,82.08,NaN,0.014
0.482,82.21,NaN,0.009
0.483,82.28,NaN,0.004
0.484,82.39,NaN,-0.005
0.485,82.48,NaN,-0.010
0.486,82.38,NaN,-0.014
0.487,82.30,NaN,-0.019
0.488,82.34,NaN,-0.020
0.489,82.28,NaN,-0.019
0.49,82.26,NaN,-0.017
0.491,82.33,NaN,-0.011
0.492,82.34,NaN,-0.004
0.493,82.26,NaN,0.002
0.494,82.27,NaN,0.007
0.495,82.29,NaN,0.011
0.496,82.24,NaN,0.013
0.497,82.26,NaN,0.010
0.498,82.23,NaN,0.005
0.499,82.11,NaN,-0.002
0.5,82.01,NaN,-0.009
0.501,81.91,NaN,-0.018
0.502,81.86,NaN,-0.027
0.503,81.80,NaN,-0.032
0.504,81.82,NaN,-0.034
0.505,81.83,NaN,-0.032
0.506,81.74,NaN,-0.026
0.507,81.69,NaN,-0.017
0.508,81.73,NaN,-0.007
0.509,81.74,NaN,0.001
0.51,81.84,NaN,0.010
0.511,82.01,NaN,0.016
0.512,82.13,NaN,0.020
0.513,82.11,NaN,0.021
0.514,82.13,NaN,0.021
0.515,82.16,NaN,0.016
0.516,82.04,NaN,0.010
0.517,82.02,NaN,0.003
0.518,81.97,NaN,-0.006
0.519,81.84,NaN,-0.014
0.52,81.76,NaN,-0.023
0.521,81.62,NaN,-0.029
0.522,81.54,NaN,-0.030
0.523,81.50,NaN,-0.028
0.524,81.53,NaN,-0.021
0.525,81.50,NaN,-0.012
0.526,81.52,NaN,-0.001
0.527,81.51,NaN,0.008
0.528,81.47,NaN,0.018
0.529,81.41,NaN,0.023
0.53,81.36,NaN,0.025
0.531,81.22,NaN,0.024
0.532,80.99,NaN,0.017
0.533,80.74,NaN,0.009
0.534,80.47,NaN,-0.002
0.535,80.15,NaN,-0.013
0.536,79.88,NaN,-0.023
0.537,79.72,NaN,-0.031
0.538,79.56,NaN,-0.034
0.539,79.52,NaN,-0.035
0.54,79.57,NaN,-0.029
0.541,79.65,NaN,-0.021
0.542,79.84,NaN,-0.012
0.543,80.11,NaN,0.000
0.544,80.56,NaN,0.011
0.545,80.99,NaN,0.019
0.546,81.49,NaN,0.024
0.547,81.96,NaN,0.026
0.548,82.40,NaN,0.021
0.549,82.76,NaN,0.013
0.55,83.06,NaN,0.005
0.551,83.18,NaN,-0.007
0.552,83.23,NaN,-0.017
0.553,83.26,NaN,-0.024
0.554,83.13,NaN,-0.030
0.555,82.94,NaN,-0.033
0.556,82.63,NaN,-0.032
0.557,82.30,NaN,-0.024
0.558,81.89,NaN,-0.016
0.559,81.51,NaN,-0.004
0.56,81.11,NaN,0.007
0.561,80.84,NaN,0.016
0.562,80.60,NaN,0.023
0.563,80.47,NaN,0.027
0.564,80.34,NaN,0.026
0.565,80.29,NaN,0.021
0.566,80.34,NaN,0.012
0.567,80.43,NaN,0.001
0.568,80.63,NaN,-0.010
0.569,80.93,NaN,-0.019
0.57,81.16,NaN,-0.028
0.571,81.43,NaN,-0.032
0.572,81.74,NaN,-0.033
0.573,81.97,NaN,-0.031
0.574,82.17,NaN,-0.022
0.575,82.36,NaN,-0.012
0.576,82.54,NaN,-0.001
0.577,82.64,NaN,0.009
0.578,82.66,NaN,0.019
0.579,82.62,NaN,0.025
0.58,82.54,NaN,0.028
0.581,82.42,NaN,0.027
0.582,82.23,NaN,0.019
0.583,82.09,NaN,0.010
0.584,81.93,NaN,0.001
0.585,81.72,NaN,-0.010
0.586,81.50,NaN,-0.017
0.587,81.29,NaN,-0.022
0.588,81.11,NaN,-0.025
0.589,81.06,NaN,-0.025
0.59,80.98,NaN,-0.019
0.591,80.94,NaN,-0.013
0.592,80.93,NaN,-0.007
0.593,80.95,NaN,-0.000
0.594,80.94,NaN,0.004
0.595,80.99,NaN,0.010
0.596,81.11,NaN,0.013
0.597,81.19,NaN,0.013
0.598,81.28,NaN,0.011
0.599,81.31,NaN,0.007
0.6,81.35,NaN,0.000
0.601,81.36,NaN,-0.007
0.602,81.36,NaN,-0.012
0.603,81.37,NaN,-0.016
0.604,81.40,NaN,-0.020
0.605,81.35,NaN,-0.020
0.606,81.29,NaN,-0.019
0.607,81.28,NaN,-0.014
0.608,81.23,NaN,-0.007
0.609,81.24,NaN,-0.001
0.61,81.13,NaN,0.005
0.611,81.09,NaN,0.010
0.612,81.03,NaN,0.015
0.613,80.95,NaN,0.017
0.614,80.88,NaN,0.016
0.615,80.79,NaN,0.011
0.616,80.71,NaN,0.005
0.617,80.66,NaN,-0.000
0.618,80.63,NaN,-0.008
0.619,80.55,NaN,-0.014
0.62,80.52,NaN,-0.019
0.621,80.49,NaN,-0.022
0.622,80.52,NaN,-0.024
0.623,80.50,NaN,-0.021
0.624,80.48,NaN,-0.016
0.625,80.56,NaN,-0.011
0.626,80.57,NaN,0.000
0.627,80.66,NaN,0.012
0.628,80.75,NaN,0.026
0.629,80.81,NaN,0.037
0.63,80.87,NaN,0.043
0.631,80.95,NaN,0.043
0.632,80.96,NaN,0.038
0.633,80.96,NaN,0.033
0.634,80.96,NaN,0.027
0.635,80.96,NaN,0.023
0.636,80.94,NaN,0.022
0.637,80.87,NaN,0.018
0.638,80.83,NaN,0.009
0.639,80.73,NaN,0.002
0.64,80.69,NaN,-0.001
0.641,80.65,NaN,0.002
0.642,80.73,NaN,0.005
0.643,80.73,NaN,0.008
0.644,80.83,NaN,0.012
0.645,80.91,NaN,0.015
0.646,80.96,NaN,0.013
0.647,80.97,NaN,0.011
0.648,81.06,NaN,0.008
0.649,81.12,NaN,0.001
0.65,81.19,NaN,-0.006
0.651,81.24,NaN,-0.013
0.652,81.26,NaN,-0.020
0.653,81.29,NaN,-0.026
0.654,81.29,NaN,-0.028
0.655,81.30,NaN,-0.029
0.656,81.27,NaN,-0.029
0.657,81.22,NaN,-0.023
0.658,81.19,NaN,-0.018
0.659,81.18,NaN,-0.011
0.66,81.18,NaN,-0.003
0.661,81.15,NaN,0.003
0.662,81.18,NaN,0.008
0.663,81.22,NaN,0.011
0.664,81.26,NaN,0.009
0.665,81.32,NaN,0.006
0.666,81.39,NaN,0.001
0.667,81.44,NaN,-0.005
0.668,81.46,NaN,-0.011
0.669,81.49,NaN,-0.017
0.67,81.48,NaN,-0.022
0.671,81.42,NaN,-0.025
0.672,81.37,NaN,-0.024
0.673,81.34,NaN,-0.022
0.674,81.29,NaN,-0.017
0.675,81.28,NaN,-0.010
0.676,81.28,NaN,-0.003
0.677,81.22,NaN,0.002
0.678,81.19,NaN,0.007
0.679,81.14,NaN,0.012
0.68,81.12,NaN,0.013
0.681,81.15,NaN,0.012
0.682,81.16,NaN,0.006
0.683,81.13,NaN,0.000
0.684,81.09,NaN,-0.006
0.685,81.08,NaN,-0.013
0.686,81.09,NaN,-0.018
0.687,81.09,NaN,-0.023
0.688,81.19,NaN,-0.024
0.689,81.18,NaN,-0.024
0.69,81.18,NaN,-0.019
0.691,81.11,NaN,-0.013
0.692,81.04,NaN,-0.007
0.693,80.99,NaN,-0.001
0.694,80.96,NaN,0.005
0.695,80.95,NaN,0.009
0.696,80.88,NaN,0.012
0.697,80.85,NaN,0.013
0.698,80.76,NaN,0.009
0.699,80.67,NaN,0.003
0.7,80.67,NaN,-0.003
0.701,80.64,NaN,-0.011
0.702,80.64,NaN,-0.016
0.703,80.61,NaN,-0.020
0.704,80.59,NaN,-0.024
0.705,80.53,NaN,-0.025
0.706,80.44,NaN,-0.024
0.707,80.47,NaN,-0.020
0.708,80.49,NaN,-0.015
0.709,80.56,NaN,-0.007
0.71,80.59,NaN,-0.001
0.711,80.64,NaN,0.004
0.712,80.68,NaN,0.010
0.713,80.68,NaN,0.011
0.714,80.69,NaN,0.010
0.715,80.69,NaN,0.007
0.716,80.67,NaN,-0.000
0.717,80.64,NaN,-0.006
0.718,80.61,NaN,-0.013
0.719,80.63,NaN,-0.018
0.72,80.56,NaN,-0.022
0.721,80.59,NaN,-0.024
0.722,80.58,NaN,-0.025
0.723,80.59,NaN,-0.023
0.724,80.56,NaN,-0.016
0.725,80.53,NaN,-0.012
0.726,80.51,NaN,-0.004
0.727,80.50,NaN,0.001
0.728,80.54,NaN,0.005
0.729,80.57,NaN,0.009
0.73,80.62,NaN,0.009
0.731,80.67,NaN,0.008
0.732,80.66,NaN,0.003
0.733,80.68,NaN,-0.003
0.734,80.75,NaN,-0.009
0.735,80.78,NaN,-0.016
0.736,80.86,NaN,-0.020
0.737,80.78,NaN,-0.028
0.738,80.71,NaN,-0.033
0.739,80.67,NaN,-0.033
0.74,80.58,NaN,-0.028
0.741,80.56,NaN,-0.023
0.742,80.64,NaN,-0.017
0.743,80.66,NaN,-0.009
0.744,80.77,NaN,-0.002
0.745,80.84,NaN,0.005
0.746,80.82,NaN,0.010
0.747,80.79,NaN,0.009
0.748,80.84,NaN,0.007
0.749,80.88,NaN,0.001
0.75,80.90,NaN,-0.004
0.751,80.88,NaN,-0.011
0.752,80.88,NaN,-0.018
0.753,80.88,NaN,-0.023
0.754,80.87,NaN,-0.026
0.755,80.86,NaN,-0.026
0.756,80.84,NaN,-0.026
0.757,80.84,NaN,-0.019
0.758,80.73,NaN,-0.014
0.759,80.67,NaN,-0.009
0.76,80.59,NaN,-0.002
0.761,80.60,NaN,0.005
0.762,80.61,NaN,0.009
0.763,80.63,NaN,0.011
0.764,80.68,NaN,0.010
0.765,80.71,NaN,0.006
0.766,80.79,NaN,0.000
0.767,80.88,NaN,-0.005
0.768,80.99,NaN,-0.012
0.769,81.02,NaN,-0.018
0.77,81.03,NaN,-0.023
0.771,81.03,NaN,-0.026
0.772,80.96,NaN,-0.025
0.773,80.91,NaN,-0.023
0.774,80.86,NaN,-0.018
0.775,80.86,NaN,-0.012
0.776,80.82,NaN,-0.004
0.777,80.79,NaN,0.002
0.778,80.73,NaN,0.007
0.779,80.71,NaN,0.013
0.78,80.67,NaN,0.017
0.781,80.63,NaN,0.021
0.782,80.62,NaN,0.025
0.783,80.58,NaN,0.031
0.784,80.56,NaN,0.041
0.785,80.53,NaN,0.051
0.786,80.58,NaN,0.056
0.787,80.63,NaN,0.063
0.788,80.77,NaN,0.066
0.789,80.84,NaN,0.066
0.79,80.90,NaN,0.063
0.791,80.93,NaN,0.059
0.792,80.84,NaN,0.052
0.793,80.83,NaN,0.045
0.794,80.82,NaN,0.033
0.795,80.86,NaN,0.017
0.796,80.93,NaN,0.002
0.797,80.94,NaN,-0.007
0.798,80.96,NaN,-0.013
0.799,80.89,NaN,-0.022
0.8,80.98,NaN,-0.028
0.801,81.05,NaN,-0.035
0.802,81.02,NaN,-0.040
0.803,81.03,NaN,-0.043
0.804,81.02,NaN,-0.046
0.805,80.97,NaN,-0.047
0.806,80.81,NaN,-0.043
0.807,80.78,NaN,-0.037
0.808,80.78,NaN,-0.032
0.809,80.79,NaN,-0.023
0.81,80.83,NaN,-0.016
0.811,80.85,NaN,-0.009
0.812,80.91,NaN,-0.002
0.813,80.96,NaN,0.000
0.814,81.02,NaN,0.001
0.815,81.04,NaN,-0.001
0.816,81.14,NaN,-0.006
0.817,81.15,NaN,-0.012
0.818,81.12,NaN,-0.017
0.819,81.19,NaN,-0.021
0.82,81.21,NaN,-0.026
0.821,81.20,NaN,-0.028
0.822,81.21,NaN,-0.028
0.823,81.18,NaN,-0.026
0.824,81.07,NaN,-0.020
0.825,81.03,NaN,-0.014
0.826,81.08,NaN,-0.006
0.827,81.03,NaN,0.001
0.828,81.11,NaN,0.008
0.829,81.08,NaN,0.013
0.83,81.06,NaN,0.015
0.831,81.07,NaN,0.016
0.832,81.06,NaN,0.011
0.833,80.98,NaN,0.003
0.834,81.01,NaN,-0.003
0.835,81.04,NaN,-0.010
0.836,81.03,NaN,-0.014
0.837,80.92,NaN,-0.017
0.838,80.85,NaN,-0.020
0.839,80.79,NaN,-0.020
0.84,80.74,NaN,-0.017
0.841,80.77,NaN,-0.011
0.842,80.83,NaN,-0.004
0.843,80.81,NaN,0.003
0.844,80.84,NaN,0.007
